28915,10,293,2,11010,28916,767,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
2235,24097,5327,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
1087,1280,465,4298,548,1448,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
9898,347,152,257,2395,367,1342,235,2752,1218,13,3,1042,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
24463,211,346,4,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
5424,403,12,603,1248,11,90,408,881,494,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
18997,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
8823,184,376,26,8824,921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
2564,8516,356,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
70,10827,4,2837,124,21116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
22291,9117,77,4881,720,1,22292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
15062,15063,2479,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
5875,1653,1021,40,708,475,11009,708,475,1442,3,47,1789,339,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
1253,1748,1390,282,20,3033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
122,552,903,707,637,287,1203,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
16718,1129,3611,3564,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
19035,25,648,898,413,1092,3708,19036,2994,108,2994,2671,2994,3909,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
21275,174,1352,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
17821,9832,42,4,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
10,2984,1,1463,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
486,19,1036,28,52,1663,137,1,12564,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
8060,248,816,2782,12675,262,46,9,1,251,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
9798,219,17708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
5858,24532,2481,838,24533,174,140,2036,5859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
2833,1247,890,2,14,874,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
313,16644,63,3,1180,547,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
23386,963,402,1,6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
5841,23716,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
26742,108,22,246,74,198,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
112,119,20,2673,1717,119,1200,11,10,745,4,1609,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
10011,7059,353,315,6843,32,2078,54,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
5441,2965,3407,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
51,52,30,116,503,20926,27,503,2625,25,1690,801,83,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
17957,81,17958,138,63,311,131,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
7787,35,99,1,65,93,27876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
26790,17,202,3,217,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
11188,3065,210,5628,657,1269,646,2,128,666,4727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
6122,5,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
10,2483,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
528,628,2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0
7575,1096,7,2053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
3160,3161,362,45,1760,4,691,396,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
22552,302,26,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
945,3,209,98,40,27,83,20814,4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0
9613,180,251,31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
23390,17,303,1787,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0
